Filename	Novel	Genre	ID	Author	Title	Length
GOT_7345453	GOT	HF	7345453	FrozenSnares	The Lady in the Tower	5450
GOT_7346590	GOT	HF	7346590	Aaniat	Winter	5194
GOT_7460322	GOT	HF	7460322	orphan_account	Even When You're Just Standing There You Take Away My Breath	7333
GOT_7506676	GOT	HF	7506676	slipsthrufingers	Sackcloth and Ashes	7553
GOT_7506796	GOT	HF	7506796	Wraithlord1476	The Wolf of Winterfell	8688
GOT_7507159	GOT	HF	7507159	redandbluebowties	According to the Syllabus	8293
GOT_760621	GOT	HF	760621	EnglandsDreaming	No Bravery	10068
GOT_7672849	GOT	HF	7672849	AnnaCipactli12	A Mother's Love is Closest to Eternal Torment	13818
GOT_768372	GOT	HF	768372	KylaBosch	Promise Me	5449
GOT_7703788	GOT	HF	7703788	sieghart	Set A Signal Fire	6111
GOT_7723069	GOT	HF	7723069	lisbei	Maybe today	6733
GOT_7742104	GOT	HF	7742104	theaa	Maps (they don't love you like i love you)	10668
GOT_774255	GOT	HF	774255	xylodemon	And Now My Watch Begins	5383
GOT_7764022	GOT	HF	7764022	ReneeSnow1	A Brother's Love	7433
GOT_7779241	GOT	HF	7779241	cherrylove	Survival of the Fittest	11202
GOT_7809049	GOT	HF	7809049	Fanfic_Lover_9	Paradox II	13641
GOT_7885543	GOT	HF	7885543	aznmuscles	Rise of Dragons	15708
GOT_7929955	GOT	HF	7929955	JuniorWoofles	To Have a Home	6196
GOT_7979872	GOT	HF	7979872	Rhaenys (orphan_account)	help me turn a blind eye (days and nights we lost to weakness)	7609
GOT_8017231	GOT	HF	8017231	AsbestosMouth	Raided	5507
GOT_8034130	GOT	HF	8034130	expected_aberrance	A World Lit Only By Fire	12391
GOT_817287	GOT	HF	817287	weasleytwins	Outrun my bullets	5144
GOT_8237051	GOT	HF	8237051	CaptainTarthister	The Path to Heartbreak	11367
GOT_826645	GOT	HF	826645	JeanJacquesFrancois	One Rose For Another	14445
GOT_8407111	GOT	HF	8407111	wheel_pen	Game of Thrones	8640
GOT_8822023	GOT	HF	8822023	AnnaCipactli12	Luminous Beings are We	9441
GOT_8918605	GOT	HF	8918605	LadyHampton	Winter Rose	12090
GOT_896934	GOT	HF	896934	ohmytheon	The Long Night	19354
GOT_897688	GOT	HF	897688	Myrielle (orphan_account)	The Kingslayer and the Maiden Fair	6957
GOT_9070888	GOT	HF	9070888	TheStraggletag	Game of Thorns	8605
GOT_9101386	GOT	HF	9101386	FloodFeSTeR	I Should Live In Salt	7603
GOT_9141937	GOT	HF	9141937	GumTree	Checking Twice	13467
GOT_917777	GOT	HF	917777	aSouthronLady	It's The Most Wonderful Time of the Year.	5092
GOT_920129	GOT	HF	920129	Winchester_Werewolf	With a Lion's Heart	15300
GOT_9286316	GOT	HF	9286316	heart_nouveau	unfinished ASOIAF AUs	12692
GOT_935701	GOT	HF	935701	Ias	The Last Snows Of Summer	7411
GOT_9435716	GOT	HF	9435716	KaisaSegher	The Right Name	9765
GOT_966856	GOT	HF	966856	flybbfly	it takes an ocean not to break	6073
GOT_9696572	GOT	HF	9696572	Dialux	do you know what it is like to be sold?	13970
GOT_9771026	GOT	HF	9771026	LuxEvergreen	Everyone Craves A Hug	7617
GOT_980403	GOT	HF	980403	startwithsparks	The Memory Still Holds True	7589
GOT_9848879	GOT	HF	9848879	starbrigid	The Ghost of the Eyrie	12941
GOT_9865013	GOT	HF	9865013	DarkGlowingLight	The Young Griff, The Bull and The Lion Princess	15568
GOT_994612	GOT	HF	994612	IaMcHrIsSi	Life is a riddle	5529
HP_10027361	HP	CF	10027361	HPFandom_archivist	Rock & Roll Dreams	10492
HP_10038515	HP	CF	10038515	Taran40	The Mess	5170
HP_10050521	HP	CF	10050521	HPFandom_archivist	Fire and Ebony	5931
HP_10064060	HP	CF	10064060	HPFandom_archivist	Time Has a Way of Changing Things	8140
HP_100657	HP	CF	100657	SailorSol	Foundations	16919
HP_10096823	HP	CF	10096823	HPFandom_archivist	A Chance to be Happy	14493
HP_10365444	HP	CF	10365444	Hawklan	England, here I come	10969
HP_1047439	HP	CF	1047439	Spellmugwump	We'll Be Okay, Kid	10237
HP_10551098	HP	CF	10551098	The_Dark_Lord_Voldy	When They Were Young	5788
HP_10653969	HP	CF	10653969	QuietBubbles	Hunky Dory-Changes	5001
HP_10672281	HP	CF	10672281	donnarafiki	Father	7608
HP_10789632	HP	CF	10789632	thequidditchpitch_archivist	In Omnibus, Fratris	7810
HP_10807422	HP	CF	10807422	thequidditchpitch_archivist	Vox	13307
HP_10808499	HP	CF	10808499	thequidditchpitch_archivist	Growing Season	7464
HP_10831692	HP	CF	10831692	TheFantabulousPandemonium	Rise Up (Like Gold)	7241
HP_1087194	HP	CF	1087194	aliengirlguy	The Boy and the World	6508
HP_10935189	HP	CF	10935189	seasonsgredence	Cat and Mouse	8684
HP_1097340	HP	CF	1097340	GothicLolita009	Saving Grace	18788
HP_11035764	HP	CF	11035764	VCCV	Triad	12535
HP_11172972	HP	CF	11172972	molmcmahon	Enchanted	16391
HP_11175426	HP	CF	11175426	elanev91	Stop Flirting with the Talent	12512
HP_11295801	HP	CF	11295801	Barry_Manilows_Wardrobe	Will You Stand Above Me?	16724
HP_11370090	HP	CF	11370090	smilestoyou	A Lifetime of Friendship	13258
HP_11409750	HP	CF	11409750	Silver Lioness (Rumpels_Darker_Dearie)	Evil Is Too Strong A Word	6950
HP_1153445	HP	CF	1153445	WhatDoYouMeanIWrite (therealsassyclh)	Slow Down, Time	5162
HP_1162542	HP	CF	1162542	forest_of_dean_winchester	A Bit of Rubble	10848
HP_11656008	HP	CF	11656008	Robot_From_The_Future	Worse Things Than Wolves	5789
HP_11739645	HP	CF	11739645	DorthyAnn (JenniferMarie)	Stealing Sweaters	12982
HP_11836782	HP	CF	11836782	rightsidethru	Mantle of Green & Crown of Silver	5572
HP_11873316	HP	CF	11873316	goodbyechunkylemonmilk	why does the sun rise in the morning? why do magnets stick together? because everybody says so. everybody.	5822
HP_11906232	HP	CF	11906232	Applepie	We Drift Freely Onwards	17074
HP_11931195	HP	CF	11931195	EggyAndBacon	Change of Plans	10964
HP_11966274	HP	CF	11966274	shoeberray	The Art of Self-Preservation	13023
HP_12008103	HP	CF	12008103	Sploodington	The Quad-Wizard Tournament	5485
HP_12086856	HP	CF	12086856	Applepie3399	Fatherhood Suits Draco Malfoy	5652
HP_12135204	HP	CF	12135204	allthegoodnamesaretakendammit	The Once and Future Headmaster	17705
HP_12142122	HP	CF	12142122	frostedgoddess	The Captivating Case of Percy’s Imaginary Date	5794
HP_12177237	HP	CF	12177237	Frankiesaurs	Chasing the Auguary	11601
HP_12270822	HP	CF	12270822	Viridian Pen (DaronwyK)	Another Way	9636
HP_12311892	HP	CF	12311892	sasharyder	Dear Girl	5328
HP_12422916	HP	CF	12422916	lustisbliss	And If They Ask If I Love You, I'd Lie	5744
HP_12506448	HP	CF	12506448	laugh416	Time Turner Child (Fred Weasley X OC)	5028
HP_12508588	HP	CF	12508588	NeuroticNeko	Shadows Rising	16929
HP_12508684	HP	CF	12508684	unknowableroom_archivist	Doors	6099
HP_12580264	HP	CF	12580264	inspiritedmama	Gwyrdd Arwar - Book the Fourth	6317
HP_12611812	HP	CF	12611812	starwhale	You'd Always Want to Come Back	9917
HP_12648834	HP	CF	12648834	unadulteratedstorycollector	No One But You	10995
HP_12774177	HP	CF	12774177	Dratter (Ragdoll_llodgaR)	Golden Trio? Edit: Golden Triad	5174
HP_12774867	HP	CF	12774867	cheddarbug	The Bittersweet Life of Alexia Finch (Year Three)	17778
HP_12835626	HP	CF	12835626	flamethrower	Of a Linear Circle - Part IV - Not Mercy Nor Pity	6028
HP_12925410	HP	CF	12925410	Earth_Phoenix	Twice The Fool	8280
HP_12972555	HP	CF	12972555	tinymiko	The Dark Lord Clause	6285
HP_13002492	HP	CF	13002492	Raksha23	Second time around	14004
HP_13082103	HP	CF	13082103	tamerofdarkstars	Catch Your Breath (And Maybe Mine While You're at It)	14540
HP_13169511	HP	CF	13169511	In_Dreams	Stargazing	9390
HP_13225635	HP	CF	13225635	codex213	Parenting for Beginners	10175
HP_13308633	HP	CF	13308633	Eveilae	Roadrunner	19335
HP_1342384	HP	CF	1342384	TheWaylandSmith	The Devil's Dance	6197
HP_13529943	HP	CF	13529943	convexity	Sucking Lemons	6277
HP_13648899	HP	CF	13648899	Seefin	A Life In Your Shape	7711
HP_13665906	HP	CF	13665906	stephsnape99	Call Me Hopeless, but not Romantic	6430
HP_13839222	HP	CF	13839222	RileyLillianPotter	The Daughter of Two Legends	8114
HP_13850526	HP	CF	13850526	AriGoddessofNight17	Mark My Words	6508
HP_13856961	HP	CF	13856961	Mrs_Ginny_Potter	Harry Potter & The Soulbond Promise	10378
HP_1389805	HP	CF	1389805	HollowedSorrow	Death Only Brings Us Closer	5543
HP_13929054	HP	CF	13929054	Emriel	Beloved Memory	12973
HP_14025942	HP	CF	14025942	partofforever (edvic)	The scent of summer on your skin	5612
HP_14154777	HP	CF	14154777	NonchalantxFish	Quicksilver Thorns	13919
HP_14164536	HP	CF	14164536	KingHarryI	King Harry I	6803
HP_14256819	HP	CF	14256819	Accio_Me	Random One-Shots	11233
HP_14342283	HP	CF	14342283	WaitTilMyFatherHearsAboutThis	Harry	5164
HP_14344284	HP	CF	14344284	Lomonaaeren	Fire and Gold	8504
HP_14381433	HP	CF	14381433	Antuhsa	Green	17365
HP_14474973	HP	CF	14474973	donnarafiki	The Art Of Self Care	6634
HP_14493567	HP	CF	14493567	SleepingMoon86	The Lovegood Letters	6619
HP_14611239	HP	CF	14611239	williamsherlockscottholmes	The North Sea	11646
HP_14618994	HP	CF	14618994	magpie_fngrl	Sometimes a man needs	5500
HP_14629509	HP	CF	14629509	TonyJC	Flusters and Trysts	10335
HP_14714540	HP	CF	14714540	JBankai89	In Fate's Hands	17029
HP_14750633	HP	CF	14750633	mmjgwrites	Comic-Con Thirst	5735
HP_14820626	HP	CF	14820626	darlingfreckles	Rebuilding What Was Lost	7281
HP_14852078	HP	CF	14852078	spinachpufffs	Son of a Death Eater	6109
HP_15017381	HP	CF	15017381	Apalapucian	Time Lapse	18970
HP_15037517	HP	CF	15037517	FrankieSpitfire	Of Withered Leaves and The Blessed Dark	11550
HP_1535321	HP	CF	1535321	TigerShark	Laying a Foundation	17671
HP_155537	HP	CF	155537	Laural	Boys Keep Swinging	6163
HP_1561427	HP	CF	1561427	containedmultitudes	Before the Fall	10145
HP_164026	HP	CF	164026	gestaltrose	We're Not in Kansas Anymore	19303
HP_1663355	HP	CF	1663355	pommedeplume	Sort of Friends and Lovers [fic + podfic]	9824
HP_1924062	HP	CF	1924062	aforgetfulgirl	Five Stories Over Four Years - The Jam Instances	5104
HP_1965009	HP	CF	1965009	leontina (Leontina)	Anarchist Heart	12344
HP_2061552	HP	CF	2061552	Mohini	Keeping Secrets	9339
HP_2143689	HP	CF	2143689	Saerry Snape (Terion)	Acacias and Willows	5588
HP_2147307	HP	CF	2147307	Rasdra	Black Light	5505
HP_217891	HP	CF	217891	Res	All I Want for Christmas	5464
HP_219284	HP	CF	219284	DeathjunkE	Discipline	6452
HP_2236155	HP	CF	2236155	SmokeGetsInYourEyes	Alone We Would Fall	8013
HP_229930	HP	CF	229930	silvernatasha	The Language of Flowers	5223
HP_2317835	HP	CF	2317835	austinachievers	The Underdogs	7037
HP_2347022	HP	CF	2347022	Proud Rose (The_Author)	The Keeper in the Field	6325
HP_235494	HP	CF	235494	oudeteron	Pieces of Times Long Past	5274
HP_262240	HP	CF	262240	Zireael07	Dark Magic	10181
HP_2640902	HP	CF	2640902	Pseudonymous_Entity	Very Bad Boys	11735
HP_2702156	HP	CF	2702156	savya398	My Dad the Genius, Billionaire, Playboy	12464
HP_2792486	HP	CF	2792486	ap_aelfwine	A Party for Hermione	17658
HP_287750	HP	CF	287750	celestineangel	The Uncertainty of Light	6338
HP_305968	HP	CF	305968	Musyc	Partners	7411
HP_3101549	HP	CF	3101549	orphan_account	Hourglass Soulmates	6055
HP_347143	HP	CF	347143	Quillandwand	Bottle lust, brew affection, even stopper love	8349
HP_3536309	HP	CF	3536309	SociiallyDiisoriiented	[hiatus]	13173
HP_3636717	HP	CF	3636717	BoyWhoRunsWithWolves	A Step to the Left	13848
HP_364515	HP	CF	364515	AlbaLark	Can't Buy Me Love	5842
HP_3761881	HP	CF	3761881	Suzann89x	Mistletoe	6199
HP_381831	HP	CF	381831	marksmom	Finding A Way	11687
HP_3838039	HP	CF	3838039	JulietsEmoPhase	Once Upon An East End	9416
HP_3869419	HP	CF	3869419	fishydwarrows	Green and Yellow Make an Odd Pair	6389
HP_4115824	HP	CF	4115824	Tshilaba	Wisdom is Birthed from Discord	6141
HP_4121434	HP	CF	4121434	Starchains	How Harry Became Xanxus' Babysitter	12353
HP_4145643	HP	CF	4145643	alafaye	How Draco Malfoy Saved the World	9560
HP_4244370	HP	CF	4244370	cookie62843	Mischievous Maps, Moons, & Marauders: [Year One]	17539
HP_4333685	HP	CF	4333685	Saquira	Finding Your Way	8919
HP_451874	HP	CF	451874	rightonthelimit	Highway Unicorn	5763
HP_458060	HP	CF	458060	Abby_Ebon	Unfurling Black Wings	8142
HP_480405	HP	CF	480405	BrightneeBee	Paralyzed	5905
HP_4854578	HP	CF	4854578	SPowell	Full Circle	14077
HP_4907029	HP	CF	4907029	antoinettedarling	Smashed Potions	5381
HP_4980436	HP	CF	4980436	marleywrites	Stuck Between Right & Easy	6723
HP_4990360	HP	CF	4990360	Eye_Greater_Than_Three	Shine Bright	10246
HP_5017867	HP	CF	5017867	He_Who_is_Me	The Voices in My Head	6150
HP_5112554	HP	CF	5112554	LuneSpark9	The Second Gen and the Slytherin's Rebellion	9130
HP_5128760	HP	CF	5128760	Squibalicious	A Letter to Three Hogwart's Wives	7145
HP_5150174	HP	CF	5150174	playout	The Best Laid Plans	6632
HP_5164889	HP	CF	5164889	dustbunnyprophet	Intersections	6584
HP_5343128	HP	CF	5343128	Pie (potteresque_ire)	Kissed	12230
HP_5356241	HP	CF	5356241	Tsume_Yuki	Flecks of Rust	6926
HP_5438210	HP	CF	5438210	oftirnanog	Here There Be Lions	14767
HP_5562406	HP	CF	5562406	quirrellokayiswonderful	Folie à Hogwarts	6539
HP_5630068	HP	CF	5630068	Gbroolo	Puer	5967
HP_5641159	HP	CF	5641159	invisible_nerd_girl	Sanguinem Infirmitate	7398
HP_579277	HP	CF	579277	Gamma_Orionis	Through the Looking Glass	10092
HP_593955	HP	CF	593955	Sofiel	Bite Sized	15632
HP_5985331	HP	CF	5985331	Kuro_Guardian	There was a hole	5521
HP_6024930	HP	CF	6024930	OracleObscured	I Can Dream About You	18316
HP_6057796	HP	CF	6057796	Thkae1111	Falling into Utopia.	6808
HP_6061867	HP	CF	6061867	elvirakitties	Do you know?	12095
HP_610350	HP	CF	610350	Paimpont	Solamen Miseris	5383
HP_6146056	HP	CF	6146056	Total_whovian	A New Place, A New Love	10677
HP_6160258	HP	CF	6160258	TeddieJean	Blue Velvet	7957
HP_6230710	HP	CF	6230710	LivingInTheLight	Naive Harry and Lucius Malfoy	8269
HP_634196	HP	CF	634196	nakedxtime	The Beauty of Power	9230
HP_6478048	HP	CF	6478048	TearsIMustConceal	Colombiana	6758
HP_6479887	HP	CF	6479887	CaryceJade	Past, Present, and Future Vignettes	7035
HP_6480517	HP	CF	6480517	Rumpels	The Mildly Perilous and Mostly Tragicomic Misadventures of Sir Roderick Gryffindor and 'Sir' Ivan Harris	9234
HP_6518440	HP	CF	6518440	parasitic	Aparecium	7426
HP_6619786	HP	CF	6619786	jprongs	A Mix of Jealousy and Jager	6976
HP_662692	HP	CF	662692	Naiira_Harlow	Until the Day it Becomes a Pumpkin	7802
HP_671270	HP	CF	671270	tigersilver	‘Investments’	12861
HP_6742183	HP	CF	6742183	slbunnies	What They Don't Know	7137
HP_7044748	HP	CF	7044748	EmRosie	Of All The Gin Joints	13679
HP_7158335	HP	CF	7158335	patchwork_daydreams (orphan_account)	My Personal Ghost	6367
HP_7408855	HP	CF	7408855	sTuck_darr20	Love Under The Moonlight	8797
HP_7446595	HP	CF	7446595	LadyAmina	Make Moony Smile	5695
HP_745121	HP	CF	745121	Saranghae	Here's To Wishing	5360
HP_7562548	HP	CF	7562548	UltimateDrarryQueen	The Green-Eyed Miracle Boy	5753
HP_7689619	HP	CF	7689619	aireagoir	Of Wands, Bonds and the Dead of Winter	5835
HP_7748092	HP	CF	7748092	Ohwellwhatever	Break and Fold	6080
HP_7758130	HP	CF	7758130	OblivionsGarden	Finding A Way Home (Hiatus)	17679
HP_787368	HP	CF	787368	SunseticMonster	Hey, Potter	16024
HP_7877827	HP	CF	7877827	MadaraS	Stirring shit up at Hogwarts	14604
HP_7913506	HP	CF	7913506	Bunnyhops	Friends, Lovers and Teammates	8005
HP_7952047	HP	CF	7952047	shilo1364	The Difference Between a Cat and a Comma, Or, The One Where McGonagall Has Sass	18600
HP_80362	HP	CF	80362	Joe_Reaves	Arc 1 - Building a Pack	10775
HP_8040475	HP	CF	8040475	Gabriel_Sage	Drastic Measures	11398
HP_8184487	HP	CF	8184487	TheHexFiles_archivist	Ginny Weasley's Rather Large Mistake	12537
HP_8438497	HP	CF	8438497	LullabyKnell	I Could Not Stop For Death	5358
HP_849923	HP	CF	849923	Shan84	Don't Get Left Behind	12004
HP_8620537	HP	CF	8620537	QueenofFennoscandia	Don't Mourn  –  Organize	5489
HP_8668537	HP	CF	8668537	damaskg	Untamed	6033
HP_8682568	HP	CF	8682568	mosamosamosa	Vignettes	16757
HP_869089	HP	CF	869089	Souhaiteavecmoi	The End Where I Begin	10495
HP_8949805	HP	CF	8949805	Funkspiel	The True Nature of Percival Graves	14580
HP_9122308	HP	CF	9122308	Kelliskip	Dating a vampire	9663
HP_9139699	HP	CF	9139699	Colourcubify	Detention	5941
HP_9187112	HP	CF	9187112	CrystalGazer	Here Be Dragons	10526
HP_9301250	HP	CF	9301250	Incido	Hideout	16565
HP_9314897	HP	CF	9314897	Shiroganeaesc	Prince Fashion	7165
HP_9349109	HP	CF	9349109	Wandrian	Best Served Cold	19157
HP_9369227	HP	CF	9369227	kingofstormandfire	An Alternative End	7542
HP_9380228	HP	CF	9380228	orphan_account	Circumstances Most Uncommon	12737
HP_93822	HP	CF	93822	Cluegirl	Disenchanted	19185
HP_9392108	HP	CF	9392108	NotNecessarilyinBetween	What's One More Law Broken?	11449
HP_939407	HP	CF	939407	Monkeyboy21	Sunshine in a Gloomy World	11918
HP_944867	HP	CF	944867	TheLastComment	The Adventures of Hamish and William	5168
HP_954741	HP	CF	954741	Dance_Mad	Something Worth Fighting For	5785
HP_9557384	HP	CF	9557384	MountOthrys	Roots	6712
HP_9598706	HP	CF	9598706	Bananaramas	For Those Who Fell	18192
HP_9781712	HP	CF	9781712	LightofEvolution	Bloody Valentine (extended)	7267
HP_9833102	HP	CF	9833102	Llaeyro	Laid Bare	8455
HP_9897254	HP	CF	9897254	HPFandom_archivist	Behind the Veil	10761
HP_9903296	HP	CF	9903296	HPFandom_archivist	Slow Burn	9881
LOTR_1019637	LOTR	HF	1019637	feralphoenix	If I cannot move heaven, I will raise hell.	5212
LOTR_1025142	LOTR	HF	1025142	IdrilsSecret	Rendezvous	10803
LOTR_10574847	LOTR	HF	10574847	Sunshine2026	Shh!	7588
LOTR_1062193	LOTR	HF	1062193	pandemonium_213	Fell Meats	8877
LOTR_10755180	LOTR	HF	10755180	Ihaveacoolusername	The Chronicles of Gondor	18818
LOTR_1088371	LOTR	HF	1088371	Itar94	(The Making of) Destiny (with footnotes)	9683
LOTR_1130662	LOTR	HF	1130662	rhymer23	Waiting on the Wise	6386
LOTR_1133046	LOTR	HF	1133046	red_lasbelin	Autumn Leaves	11242
LOTR_1139733	LOTR	HF	1139733	rhymer23	Lord of Misrule	5244
LOTR_114775	LOTR	HF	114775	IgnobleBard	Above All Shadows	14587
LOTR_1153152	LOTR	HF	1153152	erestor	GLORFINDEL LION-HEART	19750
LOTR_1155859	LOTR	HF	1155859	Eressë (eresse21)	On the Edge of Forever	8646
LOTR_11736699	LOTR	HF	11736699	QuincyJones	The Magical Unifying Powers of Gratuitous Selfies	10640
LOTR_11789061	LOTR	HF	11789061	asweetcatastrophe	The Same Battles	7592
LOTR_1180333	LOTR	HF	1180333	Gwaelinn	Coming Home	8745
LOTR_11837190	LOTR	HF	11837190	Follow_the_halo	Amnesiac	6117
LOTR_11933517	LOTR	HF	11933517	hannah_jpg	Laying the Stones	9440
LOTR_11994519	LOTR	HF	11994519	Erulissë (NanaAdder)	It Started Out As A Feeling	6548
LOTR_12038649	LOTR	HF	12038649	Kashthescribe	Change of heart?	6163
LOTR_12050436	LOTR	HF	12050436	Aria_Breuer	A Time of Peace	6768
LOTR_12172797	LOTR	HF	12172797	Aria_Breuer	Wind Riders	10397
LOTR_1217302	LOTR	HF	1217302	holmes221b	The Price of Love	17414
LOTR_12275010	LOTR	HF	12275010	Cheekybeak	Stranger in a Strange Land	11361
LOTR_126029	LOTR	HF	126029	primsong	Bombur's Diet	8823
LOTR_127022	LOTR	HF	127022	Celandine	Lord of the Rings Filks	16023
LOTR_12906447	LOTR	HF	12906447	Aglarien	Metamorphosis	8604
LOTR_13116294	LOTR	HF	13116294	Aria_Breuer	The Red Flag of the King	16962
LOTR_134604	LOTR	HF	134604	Virtuella	Lobelia Sackville-Baggins Is Dead	6174
LOTR_13514895	LOTR	HF	13514895	Aria_Breuer	The Man in Shadows	6078
LOTR_13959774	LOTR	HF	13959774	Tehri	Endearments	10260
LOTR_13975839	LOTR	HF	13975839	DwarvesLikeShinyThings	Tides of Fate Onward Run	5316
LOTR_1397881	LOTR	HF	1397881	Suzelle	Burdens of the Wise	6147
LOTR_14723873	LOTR	HF	14723873	Bergamot17	Ithilrien	6344
LOTR_14824653	LOTR	HF	14824653	lazy_bird	Flower of Rope	6983
LOTR_14961788	LOTR	HF	14961788	Aria_Breuer	Maranguan's Apprentice	8698
LOTR_1612658	LOTR	HF	1612658	Zhie	Accept No Substitute	8392
LOTR_1615520	LOTR	HF	1615520	Dreamflower	A Mother's Work	9629
LOTR_167092	LOTR	HF	167092	epkitty	Happiness, As Promised	7979
LOTR_168234	LOTR	HF	168234	epkitty	This Silence	5768
LOTR_172418	LOTR	HF	172418	IgnobleBard	Hunter of the Heart	6514
LOTR_172610	LOTR	HF	172610	Marta	An Elf By Any Other Name	5684
LOTR_1761649	LOTR	HF	1761649	charlottefrey	The strongest dwarrodam	9345
LOTR_1779991	LOTR	HF	1779991	Bitrektual	A Child of Dying Stars	5143
LOTR_191014	LOTR	HF	191014	Android_Master	Never Again	10594
LOTR_193399	LOTR	HF	193399	ancalime8301	Epidemic	9606
LOTR_19604	LOTR	HF	19604	cruisedirector	Companions	8968
LOTR_2181669	LOTR	HF	2181669	Talullah	A Bliss of Another Kind	6692
LOTR_2183664	LOTR	HF	2183664	Jaiden_S	Whispers on the Wind	10552
LOTR_2186775	LOTR	HF	2186775	Blackwingcrow	Autumn Flowers	6709
LOTR_2194332	LOTR	HF	2194332	dragongirl251	Return of the Head Boy	18128
LOTR_220459	LOTR	HF	220459	red_lasbelin	The Rhythm of Love	5336
LOTR_220567	LOTR	HF	220567	Jael (erynlasgalen1949)	The Rose in the Fisted Glove	5151
LOTR_2330738	LOTR	HF	2330738	Tanis	In My Father's House	7814
LOTR_249954	LOTR	HF	249954	IgnobleBard	Years Thicker Than Leaves	5847
LOTR_2525687	LOTR	HF	2525687	Melkoring	Glorfindel Hates Cats	6600
LOTR_2531723	LOTR	HF	2531723	VelvetKey	The Haven	6874
LOTR_253918	LOTR	HF	253918	Altariel	Death by Water	5751
LOTR_2586584	LOTR	HF	2586584	fimbrethiel	Out Of the Darkness	12936
LOTR_2695979	LOTR	HF	2695979	mountland	A Legacy of Stone	7079
LOTR_2700002	LOTR	HF	2700002	SusanaR	Helpless Moments	7481
LOTR_272464	LOTR	HF	272464	Atanvarne (asecretchord)	The Summons	11010
LOTR_2758625	LOTR	HF	2758625	Grey_wonderer	Sleigh Ride	10202
LOTR_285598	LOTR	HF	285598	kenaz	Of Secrets Kept, Strength Like a Tower	11232
LOTR_2887874	LOTR	HF	2887874	ScribeofArda	Midwinter Traditions	13084
LOTR_317714	LOTR	HF	317714	sagaluthien	Legolas and Robin	13412
LOTR_3373481	LOTR	HF	3373481	underoriginal	Ink and Incubi	5450
LOTR_3650277	LOTR	HF	3650277	Felix_Yussupov	Light of an Altruist	5585
LOTR_3651270	LOTR	HF	3651270	Orchyd Constyne (slarmstrong)	Trin Genedril : Through the Looking Glass	14258
LOTR_366723	LOTR	HF	366723	merripestin	Choices Unconsidered	8354
LOTR_368451	LOTR	HF	368451	Rubynye	Merimas' Wooing	5093
LOTR_3719534	LOTR	HF	3719534	HASA_Archivist	Naked	7127
LOTR_3720062	LOTR	HF	3720062	Celandine	Flame to Smoke	7887
LOTR_3726248	LOTR	HF	3726248	HASA_Archivist	Divided they Fall	12906
LOTR_3727094	LOTR	HF	3727094	HASA_Archivist	Eye of the Beholder	6503
LOTR_3731578	LOTR	HF	3731578	erestor	Down the Rabbit Hole	17318
LOTR_3737219	LOTR	HF	3737219	HASA_Archivist	Fellowship of the Mutants	6005
LOTR_3737240	LOTR	HF	3737240	HASA_Archivist	One Year As A Brandybuck	9813
LOTR_3738217	LOTR	HF	3738217	HASA_Archivist	Vigil	17684
LOTR_3738224	LOTR	HF	3738224	shadow975 (zillah975)	Boromir II	11188
LOTR_3743336	LOTR	HF	3743336	Fee_Folay	Playing For Keeps	7358
LOTR_3743456	LOTR	HF	3743456	fileg	Poetic Forms	6725
LOTR_3743591	LOTR	HF	3743591	HASA_Archivist	Legolas' Seat	12824
LOTR_3744049	LOTR	HF	3744049	HASA_Archivist	An Elven Love	18422
LOTR_3744163	LOTR	HF	3744163	Zooboss	A Song of Rings and Men	5266
LOTR_3744219	LOTR	HF	3744219	HASA_Archivist	Love in a Time of Fading	5091
LOTR_3744240	LOTR	HF	3744240	HASA_Archivist	Song of the Waters	7223
LOTR_3744271	LOTR	HF	3744271	HASA_Archivist	Crossing Over with the HA List: An Onlist Challenge	19380
LOTR_3744295	LOTR	HF	3744295	HASA_Archivist	HASA Birthday Cards 2005	5752
LOTR_3744310	LOTR	HF	3744310	HASA_Archivist	Instant Drabbling	5365
LOTR_3744733	LOTR	HF	3744733	HASA_Archivist	In Mist and Shadow	11296
LOTR_3744993	LOTR	HF	3744993	HASA_Archivist	Quest for the One, The	5443
LOTR_3745028	LOTR	HF	3745028	HASA_Archivist	Hobbit Stew	12720
LOTR_3745394	LOTR	HF	3745394	HASA_Archivist	Aftermath	9981
LOTR_3746133	LOTR	HF	3746133	HASA_Archivist	Rangers of the North - Murder in the Shire	9942
LOTR_3756760	LOTR	HF	3756760	KusanoSaku	My Precious	8842
LOTR_3758014	LOTR	HF	3758014	Potboy	Magnetic Force	5851
LOTR_3759542	LOTR	HF	3759542	HASA_Archivist	Tall Tales and Memories	7285
LOTR_3761939	LOTR	HF	3761939	HASA_Archivist	Essays on the History of Arnor (Fanon and AU))	10852
LOTR_3762254	LOTR	HF	3762254	HASA_Archivist	Forever	8178
LOTR_3762475	LOTR	HF	3762475	ThunderaTiger	The World Below the Mists	6357
LOTR_3762655	LOTR	HF	3762655	HASA_Archivist	Reason for All Things, A	8838
LOTR_3762875	LOTR	HF	3762875	Tanis	A Concerto in Minor Chords	6515
LOTR_3762881	LOTR	HF	3762881	Tanis	Breath of An Elf	10726
LOTR_3767350	LOTR	HF	3767350	HASA_Archivist	Beauty Mark	5716
LOTR_3767615	LOTR	HF	3767615	HASA_Archivist	The Dragon with the Really Stinky Breath	12242
